iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,cases2population
FRA,Europe,France,2022-01-16,14222100.0,278129.0,294899.286,127016.0,81.0,216.143,210941.532,4125.197,4373.933,1883.895,1.201,3.206,1.24,3852.0,57.133,24887.0,369.123,2234.0,33.135,16216.0,240.515,217102476.0,379278.0,3220.054,5.625,1375993.0,20.409,0.218,4.6,people tested,132596841.0,53752742.0,50834240.0,29088977.0,118289.0,543087.0,196.67,79.73,75.4,43.14,8055.0,38376.0,0.057,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,81000.8,6.46,3.4,1201.400136,0.21094153243748331
FRA,Europe,France,2022-01-17,14324269.0,102169.0,296081.143,127329.0,313.0,220.857,212456.898,1515.366,4391.462,1888.538,4.642,3.276,1.22,3913.0,58.037,25776.0,382.308,2209.0,32.764,16488.0,244.549,218889319.0,1786843.0,3246.556,26.502,1313746.0,19.485,0.239,4.2,people tested,133003282.0,53777430.0,50894394.0,29410599.0,406441.0,515820.0,197.27,79.76,75.49,43.62,7651.0,36866.0,0.055,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.21245689834178755
FRA,Europe,France,2022-01-18,14789038.0,464769.0,309851.143,127704.0,375.0,225.714,219350.331,6893.432,4595.698,1894.1,5.562,3.348,1.21,3881.0,57.563,26526.0,393.432,2084.0,30.91,16848.0,249.889,220378710.0,1489391.0,3268.647,22.091,1292989.0,19.178,0.252,4.0,people tested,133462918.0,53805611.0,50963044.0,29773420.0,459636.0,482533.0,197.95,79.8,75.59,44.16,7157.0,34931.0,0.052,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.21935033075257335
FRA,Europe,France,2022-01-19,15225205.0,436167.0,320486.571,127716.0,12.0,192.286,225819.54,6469.209,4753.442,1894.278,0.178,2.852,1.19,3852.0,57.133,27230.0,403.874,2033.0,30.153,17229.0,255.54,221888384.0,1509674.0,3291.038,22.391,1293634.0,19.187,0.26,3.8,people tested,133855880.0,53848771.0,51030172.0,30056123.0,392962.0,451459.0,198.53,79.87,75.69,44.58,6696.0,32486.0,0.048,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.22581953961614903
FRA,Europe,France,2022-01-20,15652148.0,426943.0,337446.857,128180.0,464.0,226.286,232151.939,6332.399,5004.996,1901.16,6.882,3.356,1.17,3842.0,56.984,27931.0,414.271,2000.0,29.664,17769.0,263.549,223286697.0,1398313.0,3311.778,20.74,1291611.0,19.157,0.269,3.7,people tested,134239708.0,53872324.0,51089771.0,30356830.0,383828.0,417729.0,199.1,79.9,75.78,45.03,6196.0,30405.0,0.045,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.23215193853638277
FRA,Europe,France,2022-01-21,16052999.0,400851.0,347658.286,128413.0,233.0,232.286,238097.342,5945.404,5156.452,1904.616,3.456,3.445,1.15,3792.0,56.243,28457.0,422.073,2019.0,29.946,18360.0,272.315,224652892.0,1366195.0,3332.041,20.263,1283714.0,19.04,0.277,3.6,people tested,134705023.0,53900430.0,51158594.0,30725225.0,465315.0,381826.0,199.79,79.94,75.88,45.57,5663.0,28347.0,0.042,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.23809734211385009
FRA,Europe,France,2022-01-22,16442319.0,389320.0,356906.857,128580.0,167.0,235.0,243871.718,5774.376,5293.626,1907.093,2.477,3.486,1.13,3746.0,55.56,28515.0,422.933,2015.0,29.886,18664.0,276.824,225678397.0,1025505.0,3347.252,15.21,1279314.0,18.975,0.281,3.6,people tested,135000237.0,53928041.0,51206611.0,30944841.0,295214.0,360241.0,200.23,79.99,75.95,45.9,5343.0,26669.0,0.04,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.24387171843018599
FRA,Europe,France,2022-01-23,16743933.0,301614.0,360261.857,128695.0,115.0,239.857,248345.243,4473.525,5343.387,1908.798,1.706,3.558,1.11,3760.0,55.768,28838.0,427.724,2039.0,30.242,18729.0,277.788,226029171.0,350774.0,3352.454,5.203,1275242.0,18.914,0.283,3.5,people tested,135068802.0,53934748.0,51219647.0,30993669.0,68565.0,353137.0,200.33,80.0,75.97,45.97,5238.0,26001.0,0.039,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,81757.5,6.45,5.52,1212.623476,0.24834524339236452
FRA,Europe,France,2022-01-24,16852414.0,108481.0,361163.571,129088.0,393.0,251.286,249954.229,1608.985,5356.761,1914.627,5.829,3.727,1.08,3776.0,56.005,29748.0,441.221,2021.0,29.975,19267.0,285.767,227726846.0,1697675.0,3377.634,25.18,1262504.0,18.725,0.29,3.4,people tested,135350849.0,53950962.0,51267080.0,31212083.0,282047.0,335367.0,200.75,80.02,76.04,46.29,4974.0,24790.0,0.037,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.24995422859007446
FRA,Europe,France,2022-01-25,17354921.0,502507.0,366554.714,129557.0,469.0,264.714,257407.389,7453.161,5436.723,1921.583,6.956,3.926,1.06,3741.0,55.486,30189.0,447.762,2034.0,30.168,19600.0,290.706,229024729.0,1297883.0,3396.884,19.25,1235146.0,18.32,0.294,3.4,people tested,135668728.0,53969886.0,51321487.0,31456651.0,317879.0,315116.0,201.22,80.05,76.12,46.66,4674.0,23468.0,0.035,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.25740738927946366
FRA,Europe,France,2022-01-26,17782057.0,427136.0,365264.571,129813.0,256.0,299.571,263742.651,6335.261,5417.587,1925.38,3.797,4.443,1.03,3712.0,55.056,30624.0,454.214,2045.0,30.331,19710.0,292.338,230289748.0,1265019.0,3415.647,18.763,1200195.0,17.801,0.298,3.4,people tested,135967706.0,53998018.0,51381815.0,31667188.0,298978.0,301689.0,201.67,80.09,76.21,46.97,4475.0,21321.0,0.032,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.263742650766812
FRA,Europe,France,2022-01-27,18174674.0,392617.0,360360.857,130082.0,269.0,271.714,269565.928,5823.277,5344.856,1929.37,3.99,4.03,1.0,3694.0,54.789,30982.0,459.524,2060.0,30.554,19752.0,292.961,231423452.0,1133704.0,3432.462,16.815,1162394.0,17.241,0.302,3.3,people tested,136238994.0,54014321.0,51427937.0,31876070.0,271288.0,285612.0,202.07,80.11,76.28,47.28,4236.0,20285.0,0.03,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.2695659280353594
FRA,Europe,France,2022-01-28,18528177.0,353503.0,353596.857,130345.0,263.0,276.0,274809.068,5243.14,5244.532,1933.271,3.901,4.094,0.98,3656.0,54.226,31271.0,463.81,2052.0,30.435,19773.0,293.272,232522367.0,1098915.0,3448.761,16.299,1124211.0,16.674,0.305,3.3,people tested,136628660.0,54035841.0,51504506.0,32167659.0,389666.0,274805.0,202.65,80.15,76.39,47.71,4076.0,19344.0,0.029,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.27480906825665213
FRA,Europe,France,2022-01-29,18860575.0,332398.0,345465.143,130523.0,178.0,277.571,279739.18,4930.112,5123.923,1935.911,2.64,4.117,0.95,3634.0,53.899,31282.0,463.973,2027.0,30.064,19690.0,292.041,233328435.0,806068.0,3460.717,11.956,1092863.0,16.209,0.308,3.2,people tested,136884694.0,54054252.0,51557357.0,32352447.0,256034.0,269208.0,203.03,80.17,76.47,47.99,3993.0,18030.0,0.027,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.279739180089585
FRA,Europe,France,2022-01-30,19110023.0,249448.0,338012.857,130650.0,127.0,279.286,283438.981,3699.801,5013.391,1937.795,1.884,4.142,0.93,3641.0,54.003,31536.0,467.741,1999.0,29.649,19686.0,291.982,233596527.0,268092.0,3464.693,3.976,1081051.0,16.034,0.309,3.2,people tested,136942936.0,54058717.0,51571899.0,32391698.0,58242.0,267733.0,203.11,80.18,76.49,48.04,3971.0,17710.0,0.026,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,83250.4,6.5,11.01,1234.7661,0.28343898134140194
FRA,Europe,France,2022-01-31,19196399.0,86376.0,334855.0,131011.0,361.0,274.714,284720.106,1281.125,4966.554,1943.149,5.354,4.075,0.9,3700.0,54.878,32374.0,480.17,1996.0,29.605,19480.0,288.926,234930897.0,1334370.0,3484.484,19.791,1029150.0,15.264,0.308,3.2,people tested,137146937.0,54069951.0,51615757.0,32540626.0,204001.0,256584.0,203.42,80.2,76.56,48.26,3806.0,16998.0,0.025,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.2847201061967904
FRA,Europe,France,2022-02-01,19609576.0,413177.0,322093.571,131379.0,368.0,260.286,290848.328,6128.222,4777.277,1948.607,5.458,3.861,0.87,3751.0,55.635,32894.0,487.882,2070.0,30.702,19555.0,290.039,235898256.0,967359.0,3498.832,14.348,981932.0,14.564,0.307,3.3,people tested,137383434.0,54083010.0,51663971.0,32715859.0,236497.0,244958.0,203.77,80.22,76.63,48.52,3633.0,16161.0,0.024,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.29084832843878855
FRA,Europe,France,2022-02-02,19924939.0,315363.0,306126.0,131655.0,276.0,263.143,295525.778,4677.449,4540.447,1952.701,4.094,3.903,0.84,3700.0,54.878,32720.0,485.302,2095.0,31.073,19488.0,289.045,236822420.0,924164.0,3512.539,13.707,933239.0,13.842,0.306,3.3,people tested,137642186.0,54103209.0,51730016.0,32888384.0,258752.0,239211.0,204.15,80.25,76.73,48.78,3548.0,15027.0,0.022,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.2955257779359853
FRA,Europe,France,2022-02-03,20199291.0,274352.0,289231.0,131919.0,264.0,262.429,299594.954,4069.176,4289.861,1956.617,3.916,3.892,0.82,3643.0,54.033,32852.0,487.259,2089.0,30.984,19484.0,288.986,237628819.0,806399.0,3524.5,11.96,886481.0,13.148,0.304,3.3,people tested,137856074.0,54114291.0,51774326.0,33046892.0,213888.0,231011.0,204.47,80.26,76.79,49.01,3426.0,14281.0,0.021,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.29959495416926224
FRA,Europe,France,2022-02-04,20440340.0,241049.0,273166.143,132274.0,355.0,275.571,303170.182,3575.228,4051.588,1961.882,5.265,4.087,0.79,3618.0,53.662,32988.0,489.276,2170.0,32.185,20419.0,302.854,238398322.0,769503.0,3535.913,11.413,839422.0,12.45,0.301,3.3,people tested,138177578.0,54128829.0,51840845.0,33287346.0,321504.0,221274.0,204.94,80.28,76.89,49.37,3282.0,13284.0,0.02,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3031701818397556
FRA,Europe,France,2022-02-05,20654882.0,214542.0,256329.571,132444.0,170.0,274.429,306352.259,3182.077,3801.868,1964.403,2.521,4.07,0.77,3606.0,53.484,32867.0,487.482,2206.0,32.719,20324.0,301.445,238965815.0,567493.0,3544.33,8.417,805340.0,11.945,0.299,3.3,people tested,138395953.0,54141706.0,51892286.0,33441409.0,218375.0,215894.0,205.27,80.3,76.97,49.6,3202.0,12493.0,0.019,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.30635225890658835
FRA,Europe,France,2022-02-06,20810321.0,155439.0,242899.714,132573.0,129.0,274.714,308657.723,2305.464,3602.677,1966.317,1.913,4.075,0.75,3577.0,53.054,33027.0,489.855,2197.0,32.586,20136.0,298.656,239140287.0,174472.0,3546.918,2.588,791966.0,11.746,0.298,3.4,people tested,138439853.0,54144412.0,51904511.0,33470383.0,43900.0,213845.0,205.33,80.31,76.98,49.64,3172.0,12242.0,0.018,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,84776.9,6.55,11.26,1257.407078,0.3086577229984278
FRA,Europe,France,2022-02-07,20856322.0,46001.0,237131.857,132990.0,417.0,282.714,309340.008,682.285,3517.129,1972.502,6.185,4.193,0.73,3622.0,53.721,33447.0,496.084,2191.0,32.497,19819.0,293.954,239997714.0,857427.0,3559.635,12.717,723831.0,10.736,0.288,3.5,people tested,138653475.0,54153859.0,51951261.0,33627821.0,213622.0,215220.0,205.65,80.32,77.05,49.88,3192.0,11987.0,0.018,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.30934000771261605
FRA,Europe,France,2022-02-08,21091589.0,235267.0,211716.143,133681.0,691.0,328.857,312829.477,3489.469,3140.164,1982.75,10.249,4.878,0.71,3555.0,52.728,33352.0,494.675,2057.0,30.509,18962.0,281.244,240603247.0,605533.0,3568.616,8.981,672142.0,9.969,0.281,3.6,people tested,138873374.0,54163498.0,51994082.0,33795276.0,219899.0,212849.0,205.98,80.34,77.12,50.12,3157.0,11498.0,0.017,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.31282947702530334
FRA,Europe,France,2022-02-09,21091589.0,0.0,166664.286,133681.0,0.0,289.429,312829.477,0.0,2471.957,1982.75,0.0,4.293,0.69,3503.0,51.956,32878.0,487.645,1987.0,29.471,18346.0,272.107,241180373.0,577126.0,3577.176,8.56,622565.0,9.234,0.276,3.6,people tested,139118804.0,54177713.0,52052123.0,33968466.0,245430.0,210945.0,206.34,80.36,77.2,50.38,3129.0,10643.0,0.016,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.31282947702530334
FRA,Europe,France,2022-02-10,21424815.0,333226.0,175074.857,134336.0,655.0,345.286,317771.87,4942.393,2596.702,1992.465,9.715,5.121,0.7,3416.0,50.666,32415.0,480.778,1965.0,29.145,17675.0,262.155,241696993.0,516620.0,3584.839,7.662,581168.0,8.62,0.27,3.7,people tested,139316746.0,54186015.0,52090709.0,34119537.0,197942.0,208667.0,206.63,80.37,77.26,50.61,3095.0,10246.0,0.015,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.31777186971611643
FRA,Europe,France,2022-02-11,21556191.0,131376.0,159407.286,134605.0,269.0,333.0,319720.432,1948.563,2364.322,1996.455,3.99,4.939,0.69,3371.0,49.999,31939.0,473.718,1808.0,26.816,16019.0,237.593,242201264.0,504271.0,3592.318,7.479,543277.0,8.058,0.264,3.8,people tested,139602608.0,54196793.0,52146251.0,34339097.0,285862.0,203576.0,207.06,80.38,77.34,50.93,3019.0,9709.0,0.014,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3197204324997775
FRA,Europe,France,2022-02-12,21674802.0,118611.0,145702.857,134766.0,161.0,331.714,321479.665,1759.233,2161.058,1998.843,2.388,4.92,0.68,3324.0,49.301,31522.0,467.533,1739.0,25.793,15532.0,230.37,242585101.0,383837.0,3598.011,5.693,517041.0,7.669,0.26,3.8,people tested,139787034.0,54205151.0,52187177.0,34474262.0,184426.0,198726.0,207.33,80.4,77.4,51.13,2947.0,9064.0,0.013,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3214796653911186
FRA,Europe,France,2022-02-13,21761364.0,86562.0,135863.286,134873.0,107.0,328.571,322763.549,1283.884,2015.118,2000.43,1.587,4.873,0.67,3305.0,49.02,31621.0,469.001,1723.0,25.555,15327.0,227.329,242707934.0,122833.0,3599.833,1.822,509664.0,7.559,0.258,3.9,people tested,139824156.0,54207048.0,52195766.0,34500905.0,37122.0,197758.0,207.39,80.4,77.42,51.17,2933.0,8948.0,0.013,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,85374.0,6.52,4.36,1266.263238,0.3227635489899439
FRA,Europe,France,2022-02-14,21787839.0,26475.0,133073.857,135258.0,385.0,324.0,323156.225,392.676,1973.745,2006.14,5.71,4.806,0.66,3296.0,48.886,31532.0,467.681,1706.0,25.303,14712.0,218.208,243279374.0,571440.0,3608.308,8.476,468809.0,6.953,0.247,4.0,people tested,140015054.0,54213972.0,52230940.0,34649723.0,190898.0,194511.0,207.67,80.41,77.47,51.39,2885.0,8588.0,0.013,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3231562249710777
FRA,Europe,France,2022-02-15,21787839.0,0.0,99464.286,135258.0,0.0,225.286,323156.225,0.0,1475.25,2006.14,0.0,3.341,0.65,3235.0,47.981,31091.0,461.14,1677.0,24.873,14106.0,209.22,243697545.0,418171.0,3614.511,6.202,442043.0,6.556,0.241,4.1,people tested,140205206.0,54220850.0,52266550.0,34797403.0,190152.0,190262.0,207.95,80.42,77.52,51.61,2822.0,8193.0,0.012,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3231562249710777
FRA,Europe,France,2022-02-16,22028827.0,240988.0,133891.143,135924.0,666.0,320.429,326730.548,3574.323,1985.867,2016.019,9.878,4.753,0.66,3126.0,46.365,30578.0,453.531,1588.0,23.553,13467.0,199.742,244108207.0,410662.0,3620.602,6.091,418262.0,6.204,0.235,4.3,people tested,140390547.0,54230169.0,52309367.0,34930621.0,185341.0,181678.0,208.23,80.43,77.59,51.81,2695.0,7494.0,0.011,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3267305478923793
FRA,Europe,France,2022-02-17,22121273.0,92446.0,99494.0,136211.0,287.0,267.857,328101.703,1371.155,1475.69,2020.275,4.257,3.973,0.66,3055.0,45.312,29843.0,442.63,1528.0,22.663,12929.0,191.762,244475858.0,367651.0,3626.055,5.453,396981.0,5.888,0.23,4.3,people tested,140507939.0,54235571.0,52333517.0,35018471.0,117392.0,170170.0,208.4,80.44,77.62,51.94,2524.0,7079.0,0.01,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3281017027083148
FRA,Europe,France,2022-02-18,22203912.0,82639.0,92531.571,136516.0,305.0,273.0,329327.401,1225.698,1372.424,2024.799,4.524,4.049,0.66,2970.0,44.051,29194.0,433.004,1479.0,21.936,12347.0,183.13,244847846.0,371988.0,3631.572,5.517,378083.0,5.608,0.226,4.4,people tested,140668741.0,54242501.0,52366982.0,35138895.0,160802.0,152305.0,208.64,80.45,77.67,52.12,2259.0,6530.0,0.01,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3293274005517487
FRA,Europe,France,2022-02-19,22280464.0,76552.0,86523.143,136663.0,147.0,271.0,330462.816,1135.416,1283.307,2026.979,2.18,4.019,0.66,2918.0,43.28,28632.0,424.669,1450.0,21.506,11996.0,177.924,245157007.0,309161.0,3636.157,4.585,367415.0,5.449,0.222,4.5,people tested,140768995.0,54247858.0,52391510.0,35209280.0,100254.0,140280.0,208.79,80.46,77.71,52.22,2081.0,6101.0,0.009,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3304628162914182
FRA,Europe,France,2022-02-20,22339467.0,59003.0,82586.143,136664.0,1.0,255.857,331337.946,875.13,1224.914,2026.994,0.015,3.795,0.66,2923.0,43.354,28643.0,424.832,1427.0,21.165,11794.0,174.928,245257809.0,100802.0,3637.653,1.495,364268.0,5.403,0.22,4.5,people tested,140786964.0,54248999.0,52396149.0,35221476.0,17969.0,137544.0,208.81,80.46,77.71,52.24,2040.0,5993.0,0.009,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,85554.7,6.47,1.34,1268.943372,0.3313379460710154
FRA,Europe,France,2022-02-21,22356662.0,17195.0,81260.429,136687.0,23.0,204.143,331592.982,255.035,1205.251,2027.335,0.341,3.028,0.67,2905.0,43.087,28383.0,420.975,1326.0,19.667,11149.0,165.361,245703010.0,445201.0,3644.256,6.603,346234.0,5.135,0.212,4.7,people tested,140871085.0,54253034.0,52413977.0,35283756.0,84121.0,122290.0,208.94,80.47,77.74,52.33,1814.0,5580.0,0.008,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3315929815193854
FRA,Europe,France,2022-02-22,22454044.0,97382.0,95172.143,137345.0,658.0,298.143,333037.347,1444.365,1411.589,2037.095,9.759,4.422,0.67,2842.0,42.152,27566.0,408.858,1241.0,18.406,10529.0,156.166,246044525.0,341515.0,3649.321,5.065,335283.0,4.973,0.207,4.8,people tested,140955382.0,54257418.0,52432526.0,35345128.0,84297.0,107168.0,209.06,80.47,77.77,52.42,1590.0,5224.0,0.008,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.33303734686007536
FRA,Europe,France,2022-02-23,22520877.0,66833.0,70292.857,137558.0,213.0,233.429,334028.611,991.264,1042.58,2040.254,3.159,3.462,0.67,2753.0,40.832,26881.0,398.698,1211.0,17.961,10146.0,150.485,246373257.0,328732.0,3654.197,4.876,323579.0,4.799,0.202,5.0,people tested,141056249.0,54263940.0,52459817.0,35412198.0,100867.0,95100.0,209.21,80.48,77.81,52.52,1411.0,4824.0,0.007,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.33402861083919194
FRA,Europe,France,2022-02-24,22587682.0,66805.0,66629.857,137839.0,281.0,232.571,335019.46,990.849,988.251,2044.422,4.168,3.449,0.68,2656.0,39.394,26118.0,387.381,1133.0,16.805,9616.0,142.624,246676863.0,303606.0,3658.7,4.503,314429.0,4.664,0.198,5.1,people tested,141126268.0,54267703.0,52475169.0,35463111.0,70019.0,88333.0,209.32,80.49,77.83,52.6,1310.0,4590.0,0.007,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.33501945952359763
FRA,Europe,France,2022-02-25,22645820.0,58138.0,63129.714,138027.0,188.0,215.857,335881.76,862.3,936.337,2047.21,2.788,3.202,0.7,2546.0,37.762,25484.0,377.978,1048.0,15.544,9106.0,135.06,246981908.0,305045.0,3663.224,4.524,304866.0,4.522,0.194,5.2,people tested,141232368.0,54272931.0,52498956.0,35540211.0,106100.0,80518.0,209.48,80.5,77.87,52.71,1194.0,4347.0,0.006,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.33588175966301803
FRA,Europe,France,2022-02-26,22699443.0,53623.0,59854.143,138128.0,101.0,209.286,336677.094,795.334,887.754,2048.708,1.498,3.104,0.71,2484.0,36.843,25264.0,374.714,983.0,14.58,8840.0,131.114,247240419.0,258511.0,3667.059,3.834,297630.0,4.414,0.191,5.2,people tested,141301849.0,54276910.0,52516728.0,35587967.0,69481.0,76122.0,209.58,80.5,77.89,52.78,1129.0,4150.0,0.006,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3366770935303017
FRA,Europe,France,2022-02-27,22742043.0,42600.0,57510.857,138204.0,76.0,220.0,337308.935,631.841,852.998,2049.835,1.127,3.263,0.74,2491.0,36.946,25277.0,374.907,975.0,14.461,8729.0,129.468,247329422.0,89003.0,3668.379,1.32,295945.0,4.389,0.19,5.3,people tested,141313790.0,54277785.0,52519731.0,35596039.0,11941.0,75261.0,209.6,80.5,77.9,52.8,1116.0,4112.0,0.006,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,84891.4,6.36,-4.96,1259.105337,0.3373089347690665
FRA,Europe,France,2022-02-28,22755526.0,13483.0,56980.571,138436.0,232.0,249.857,337508.914,199.979,845.133,2053.276,3.441,3.706,0.76,2456.0,36.427,25079.0,371.971,928.0,13.764,8369.0,124.129,247722907.0,393485.0,3674.215,5.836,288557.0,4.28,0.186,5.4,people tested,141370049.0,54280863.0,52532112.0,35636853.0,56259.0,71281.0,209.68,80.51,77.92,52.86,1057.0,3976.0,0.006,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.3375089140043309
FRA,Europe,France,2022-03-01,22835320.0,79794.0,54468.0,138645.0,209.0,185.714,338692.415,1183.501,807.867,2056.376,3.1,2.755,0.78,2408.0,35.715,24437.0,362.448,940.0,13.942,7865.0,116.653,248026438.0,303531.0,3678.717,4.502,283130.0,4.199,0.186,5.4,people tested,141430294.0,54284214.0,52544433.0,35681432.0,60245.0,67845.0,209.77,80.51,77.93,52.92,1006.0,3828.0,0.006,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,0.338692414938744
